date,home_team,away_team,home_score,away_score,tournament
10/12/2021,Denmark,Austria,1,0,FIFA World Cup qualification
10/12/2021,Israel,Moldova,2,1,FIFA World Cup qualification
10/12/2021,England,Hungary,1,1,FIFA World Cup qualification
10/12/2021,Albania,Poland,0,1,FIFA World Cup qualification
10/12/2021,San Marino,Andorra,0,3,FIFA World Cup qualification
10/12/2021,Niger,Algeria,0,4,FIFA World Cup qualification
10/12/2021,Zimbabwe,Ghana,0,1,FIFA World Cup qualification
10/12/2021,South Africa,Ethiopia,1,0,FIFA World Cup qualification
10/12/2021,Namibia,Senegal,1,3,FIFA World Cup qualification
10/12/2021,Congo,Togo,1,2,FIFA World Cup qualification
10/12/2021,Bahrain,New Zealand,0,1,Friendly
10/12/2021,Jordan,Uzbekistan,3,0,Friendly
10/12/2021,Republic of Ireland,Qatar,4,0,Friendly
10/12/2021,South Sudan,Gambia,1,2,Friendly
10/12/2021,Cambodia,Guam,2,1,AFC Asian Cup qualification
10/12/2021,Morocco,Guinea,4,1,FIFA World Cup qualification
10/13/2021,Honduras,Jamaica,0,2,FIFA World Cup qualification
10/13/2021,United States,Costa Rica,2,1,FIFA World Cup qualification
10/13/2021,Canada,Panama,4,1,FIFA World Cup qualification
10/13/2021,El Salvador,Mexico,0,2,FIFA World Cup qualification
10/13/2021,Bangladesh,Nepal,1,1,SAFF Cup
10/13/2021,Maldives,India,1,3,SAFF Cup
10/14/2021,Bolivia,Paraguay,4,0,FIFA World Cup qualification
10/14/2021,Colombia,Ecuador,0,0,FIFA World Cup qualification
10/14/2021,Argentina,Peru,1,0,FIFA World Cup qualification
10/14/2021,Brazil,Uruguay,4,1,FIFA World Cup qualification
10/14/2021,Chile,Venezuela,3,0,FIFA World Cup qualification
10/16/2021,India,Nepal,3,0,SAFF Cup
10/27/2021,Mexico,Ecuador,2,3,Friendly
11/5/2021,El Salvador,Bolivia,0,1,Friendly
11/9/2021,Sri Lanka,Maldives,4,4,Mahinda Rajapaksa Cup
11/10/2021,Kosovo,Jordan,0,2,Friendly
11/10/2021,Nicaragua,Cuba,0,3,Friendly
11/10/2021,Bangladesh,Seychelles,1,1,Mahinda Rajapaksa Cup
11/11/2021,Czech Republic,Kuwait,7,0,Friendly
11/11/2021,Kyrgyzstan,Singapore,2,1,Friendly
11/11/2021,Serbia,Qatar,4,0,Friendly
11/11/2021,Ukraine,Bulgaria,1,1,Friendly
11/11/2021,Uganda,Kenya,1,1,FIFA World Cup qualification
11/11/2021,Rwanda,Mali,0,3,FIFA World Cup qualification
11/11/2021,Ethiopia,Ghana,1,1,FIFA World Cup qualification
11/11/2021,South Africa,Zimbabwe,1,0,FIFA World Cup qualification
11/11/2021,Congo,Namibia,1,1,FIFA World Cup qualification
11/11/2021,Togo,Senegal,1,1,FIFA World Cup qualification
11/11/2021,Tanzania,DR Congo,0,3,FIFA World Cup qualification
11/11/2021,Benin,Madagascar,2,0,FIFA World Cup qualification
11/11/2021,Lebanon,Iran,1,2,FIFA World Cup qualification
11/11/2021,Iraq,Syria,1,1,FIFA World Cup qualification
11/11/2021,South Korea,United Arab Emirates,1,0,FIFA World Cup qualification
11/11/2021,China PR,Oman,1,1,FIFA World Cup qualification
11/11/2021,Vietnam,Japan,0,1,FIFA World Cup qualification
11/11/2021,Australia,Saudi Arabia,0,0,FIFA World Cup qualification
11/11/2021,Republic of Ireland,Portugal,0,0,FIFA World Cup qualification
11/11/2021,Azerbaijan,Luxembourg,1,3,FIFA World Cup qualification
11/11/2021,Georgia,Sweden,2,0,FIFA World Cup qualification
11/11/2021,Greece,Spain,0,1,FIFA World Cup qualification
11/11/2021,Russia,Cyprus,6,0,FIFA World Cup qualification
11/11/2021,Malta,Croatia,1,7,FIFA World Cup qualification
11/11/2021,Slovakia,Slovenia,2,2,FIFA World Cup qualification
11/11/2021,Germany,Liechtenstein,9,0,FIFA World Cup qualification
11/11/2021,Armenia,North Macedonia,0,5,FIFA World Cup qualification
11/11/2021,Romania,Iceland,0,0,FIFA World Cup qualification
11/11/2021,Ecuador,Venezuela,1,0,FIFA World Cup qualification
11/11/2021,Paraguay,Chile,0,1,FIFA World Cup qualification
11/11/2021,Peru,Bolivia,3,0,FIFA World Cup qualification
11/11/2021,Brazil,Colombia,1,0,FIFA World Cup qualification
11/12/2021,Burkina Faso,Niger,1,1,FIFA World Cup qualification
11/12/2021,Djibouti,Algeria,0,4,FIFA World Cup qualification
11/12/2021,Gabon,Libya,1,0,FIFA World Cup qualification
11/12/2021,Angola,Egypt,2,2,FIFA World Cup qualification
11/12/2021,Guinea,Guinea-Bissau,0,0,FIFA World Cup qualification
11/12/2021,Morocco,Sudan,3,0,FIFA World Cup qualification
11/12/2021,Canada,Costa Rica,1,0,FIFA World Cup qualification
11/12/2021,Honduras,Panama,2,3,FIFA World Cup qualification
11/12/2021,El Salvador,Jamaica,1,1,FIFA World Cup qualification
11/12/2021,United States,Mexico,2,0,FIFA World Cup qualification
11/12/2021,Northern Ireland,Lithuania,1,0,FIFA World Cup qualification
11/12/2021,Italy,Switzerland,1,1,FIFA World Cup qualification
11/12/2021,Moldova,Scotland,0,2,FIFA World Cup qualification
11/12/2021,Denmark,Faroe Islands,3,1,FIFA World Cup qualification
11/12/2021,Austria,Israel,4,2,FIFA World Cup qualification
11/12/2021,England,Albania,5,0,FIFA World Cup qualification
11/12/2021,Andorra,Poland,1,4,FIFA World Cup qualification
11/12/2021,Hungary,San Marino,4,0,FIFA World Cup qualification
11/12/2021,Uruguay,Argentina,0,1,FIFA World Cup qualification
11/13/2021,Burundi,Myanmar,2,1,Friendly
11/13/2021,Nicaragua,Cuba,2,0,Friendly
11/13/2021,Sierra Leone,Comoros,0,2,Friendly
11/13/2021,Bangladesh,Maldives,2,1,Mahinda Rajapaksa Cup
11/13/2021,Sri Lanka,Seychelles,0,1,Mahinda Rajapaksa Cup
11/13/2021,Zambia,Mauritania,4,0,FIFA World Cup qualification
11/13/2021,Equatorial Guinea,Tunisia,1,0,FIFA World Cup qualification
11/13/2021,Cape Verde,Central African Republic,2,1,FIFA World Cup qualification
11/13/2021,Liberia,Nigeria,0,2,FIFA World Cup qualification
11/13/2021,Malawi,Cameroon,0,4,FIFA World Cup qualification
11/13/2021,Ivory Coast,Mozambique,3,0,FIFA World Cup qualification
11/13/2021,Bosnia and Herzegovina,Finland,1,3,FIFA World Cup qualification
11/13/2021,France,Kazakhstan,8,0,FIFA World Cup qualification
11/13/2021,Wales,Belarus,5,1,FIFA World Cup qualification
11/13/2021,Belgium,Estonia,3,1,FIFA World Cup qualification
11/13/2021,Norway,Latvia,0,0,FIFA World Cup qualification
11/13/2021,Turkey,Gibraltar,6,0,FIFA World Cup qualification
11/13/2021,Montenegro,Netherlands,2,2,FIFA World Cup qualification
11/14/2021,Azerbaijan,Qatar,2,2,Friendly
11/14/2021,Nicaragua,Cuba,2,0,Friendly
11/14/2021,Mali,Uganda,1,0,FIFA World Cup qualification
11/14/2021,Zimbabwe,Ethiopia,1,1,FIFA World Cup qualification
11/14/2021,Ghana,South Africa,1,0,FIFA World Cup qualification
11/14/2021,Senegal,Congo,2,0,FIFA World Cup qualification
11/14/2021,DR Congo,Benin,2,0,FIFA World Cup qualification
11/14/2021,Madagascar,Tanzania,1,1,FIFA World Cup qualification
11/14/2021,Portugal,Serbia,1,2,FIFA World Cup qualification
11/14/2021,Luxembourg,Republic of Ireland,0,3,FIFA World Cup qualification
11/14/2021,Spain,Sweden,1,0,FIFA World Cup qualification
11/14/2021,Greece,Kosovo,1,1,FIFA World Cup qualification
11/14/2021,Croatia,Russia,1,0,FIFA World Cup qualification
11/14/2021,Malta,Slovakia,0,6,FIFA World Cup qualification
11/14/2021,Slovenia,Cyprus,2,1,FIFA World Cup qualification
11/14/2021,Liechtenstein,Romania,0,2,FIFA World Cup qualification
11/14/2021,North Macedonia,Iceland,3,1,FIFA World Cup qualification
11/14/2021,Armenia,Germany,1,4,FIFA World Cup qualification
11/15/2021,Georgia,Uzbekistan,1,0,Friendly
11/15/2021,Lithuania,Kuwait,1,1,Friendly
11/15/2021,Niger,Djibouti,7,2,FIFA World Cup qualification
11/15/2021,Kenya,Rwanda,2,1,FIFA World Cup qualification
11/15/2021,Namibia,Togo,0,1,FIFA World Cup qualification
11/15/2021,Guinea-Bissau,Sudan,0,0,FIFA World Cup qualification
11/15/2021,Northern Ireland,Italy,0,0,FIFA World Cup qualification
11/15/2021,Switzerland,Bulgaria,4,0,FIFA World Cup qualification
11/15/2021,Scotland,Denmark,2,0,FIFA World Cup qualification
11/15/2021,Austria,Moldova,4,1,FIFA World Cup qualification
11/15/2021,Israel,Faroe Islands,3,2,FIFA World Cup qualification
11/15/2021,Albania,Andorra,1,0,FIFA World Cup qualification
11/15/2021,Poland,Hungary,1,2,FIFA World Cup qualification
11/15/2021,San Marino,England,0,10,FIFA World Cup qualification
11/16/2021,Bahrain,Kyrgyzstan,4,2,Friendly
11/16/2021,Belarus,Jordan,1,0,Friendly
11/16/2021,Kazakhstan,Tajikistan,1,0,Friendly
11/16/2021,New Zealand,Gambia,2,0,Friendly
11/16/2021,Indonesia,Afghanistan,0,1,Friendly
11/16/2021,Maldives,Seychelles,0,0,Mahinda Rajapaksa Cup
11/16/2021,Sri Lanka,Bangladesh,2,1,Mahinda Rajapaksa Cup
11/16/2021,Algeria,Burkina Faso,2,2,FIFA World Cup qualification
11/16/2021,Mauritania,Equatorial Guinea,1,1,FIFA World Cup qualification
11/16/2021,Tunisia,Zambia,3,1,FIFA World Cup qualification
11/16/2021,Liberia,Central African Republic,3,1,FIFA World Cup qualification
11/16/2021,Nigeria,Cape Verde,1,1,FIFA World Cup qualification
11/16/2021,Mozambique,Malawi,1,0,FIFA World Cup qualification
11/16/2021,Cameroon,Ivory Coast,1,0,FIFA World Cup qualification
11/16/2021,Egypt,Gabon,2,1,FIFA World Cup qualification
11/16/2021,Libya,Angola,1,1,FIFA World Cup qualification
11/16/2021,Morocco,Guinea,3,0,FIFA World Cup qualification
11/16/2021,Lebanon,United Arab Emirates,0,1,FIFA World Cup qualification
11/16/2021,Iraq,South Korea,0,3,FIFA World Cup qualification
11/16/2021,Syria,Iran,0,3,FIFA World Cup qualification
11/16/2021,China PR,Australia,1,1,FIFA World Cup qualification
11/16/2021,Vietnam,Saudi Arabia,0,1,FIFA World Cup qualification
11/16/2021,Oman,Japan,0,1,FIFA World Cup qualification
11/16/2021,Jamaica,United States,1,1,FIFA World Cup qualification
11/16/2021,Canada,Mexico,2,1,FIFA World Cup qualification
11/16/2021,Costa Rica,Honduras,2,1,FIFA World Cup qualification
11/16/2021,Panama,El Salvador,2,1,FIFA World Cup qualification
11/16/2021,Bosnia and Herzegovina,Ukraine,0,2,FIFA World Cup qualification
11/16/2021,Finland,France,0,2,FIFA World Cup qualification
11/16/2021,Wales,Belgium,1,1,FIFA World Cup qualification
11/16/2021,Czech Republic,Estonia,2,0,FIFA World Cup qualification
11/16/2021,Gibraltar,Latvia,1,3,FIFA World Cup qualification
11/16/2021,Montenegro,Turkey,1,2,FIFA World Cup qualification
11/16/2021,Netherlands,Norway,2,0,FIFA World Cup qualification
11/16/2021,Bolivia,Uruguay,3,0,FIFA World Cup qualification
11/16/2021,Venezuela,Peru,1,2,FIFA World Cup qualification
11/16/2021,Colombia,Paraguay,0,0,FIFA World Cup qualification
11/16/2021,Argentina,Brazil,0,0,FIFA World Cup qualification
11/16/2021,Chile,Ecuador,0,2,FIFA World Cup qualification
11/19/2021,Sri Lanka,Seychelles,3,3,Mahinda Rajapaksa Cup
11/25/2021,Indonesia,Myanmar,4,1,Friendly
11/30/2021,Iraq,Oman,1,1,Arab Cup
11/30/2021,Qatar,Bahrain,1,0,Arab Cup
11/30/2021,Tunisia,Mauritania,5,1,Arab Cup
11/30/2021,United Arab Emirates,Syria,2,1,Arab Cup
12/1/2021,Morocco,Palestine,4,0,Arab Cup
12/1/2021,Saudi Arabia,Jordan,0,1,Arab Cup
12/1/2021,Algeria,Sudan,4,0,Arab Cup
12/1/2021,Egypt,Lebanon,1,0,Arab Cup
12/3/2021,Bahrain,Iraq,0,0,Arab Cup
12/3/2021,Qatar,Oman,2,1,Arab Cup
12/3/2021,Mauritania,United Arab Emirates,0,1,Arab Cup
12/3/2021,Syria,Tunisia,2,0,Arab Cup
12/4/2021,El Salvador,Ecuador,1,1,Friendly
12/4/2021,Jordan,Morocco,0,4,Arab Cup
12/4/2021,Palestine,Saudi Arabia,1,1,Arab Cup
12/4/2021,Lebanon,Algeria,0,2,Arab Cup
12/4/2021,Sudan,Egypt,0,5,Arab Cup
12/6/2021,Oman,Bahrain,3,0,Arab Cup
12/6/2021,Qatar,Iraq,3,0,Arab Cup
12/6/2021,Syria,Mauritania,1,2,Arab Cup
12/6/2021,Tunisia,United Arab Emirates,1,0,Arab Cup
12/7/2021,Jordan,Palestine,5,1,Arab Cup
12/7/2021,Morocco,Saudi Arabia,1,0,Arab Cup
12/7/2021,Algeria,Egypt,1,1,Arab Cup
12/7/2021,Lebanon,Sudan,1,0,Arab Cup
12/8/2021,Mexico,Chile,2,2,Friendly
12/9/2021,Tanzania,Uganda,0,2,Friendly
12/10/2021,Tunisia,Oman,2,1,Arab Cup
12/10/2021,Qatar,United Arab Emirates,5,0,Arab Cup
12/11/2021,Egypt,Jordan,3,1,Arab Cup
12/11/2021,Morocco,Algeria,2,2,Arab Cup
12/11/2021,El Salvador,Chile,0,1,Friendly
12/15/2021,Tunisia,Egypt,1,0,Arab Cup
12/15/2021,Qatar,Algeria,1,2,Arab Cup
12/18/2021,Qatar,Egypt,0,0,Arab Cup
12/18/2021,Tunisia,Algeria,0,2,Arab Cup
12/18/2021,United States,Bosnia and Herzegovina,1,0,Friendly
12/30/2021,Mauritania,Burkina Faso,0,0,Friendly
12/30/2021,Sudan,Ethiopia,2,3,Friendly
12/31/2021,Malawi,Comoros,2,1,Friendly
1/2/2022,Gabon,Burkina Faso,0,3,Friendly
1/2/2022,Sudan,Zimbabwe,0,0,Friendly
1/3/2022,Rwanda,Guinea,3,0,Friendly
1/4/2022,Mauritania,Gabon,1,1,Friendly
1/5/2022,Algeria,Ghana,3,0,Friendly
1/6/2022,Rwanda,Guinea,0,2,Friendly
1/9/2022,Cameroon,Burkina Faso,2,1,African Cup of Nations
1/9/2022,Ethiopia,Cape Verde,0,1,African Cup of Nations
1/10/2022,Senegal,Zimbabwe,1,0,African Cup of Nations
1/10/2022,Guinea,Malawi,1,0,African Cup of Nations
1/10/2022,Morocco,Ghana,1,0,African Cup of Nations
1/10/2022,Comoros,Gabon,0,1,African Cup of Nations
1/11/2022,Nigeria,Egypt,1,0,African Cup of Nations
1/11/2022,Sudan,Guinea-Bissau,0,0,African Cup of Nations
1/11/2022,Algeria,Sierra Leone,0,0,African Cup of Nations
1/12/2022,Iceland,Uganda,1,1,Friendly
1/12/2022,Equatorial Guinea,Ivory Coast,0,1,African Cup of Nations
1/12/2022,Tunisia,Mali,0,1,African Cup of Nations
1/12/2022,Mauritania,Gambia,0,1,African Cup of Nations
1/13/2022,Cameroon,Ethiopia,4,1,African Cup of Nations
1/13/2022,Cape Verde,Burkina Faso,0,1,African Cup of Nations
1/14/2022,Senegal,Guinea,0,0,African Cup of Nations
1/14/2022,Malawi,Zimbabwe,2,1,African Cup of Nations
1/14/2022,Morocco,Comoros,2,0,African Cup of Nations
1/14/2022,Gabon,Ghana,1,1,African Cup of Nations
1/15/2022,South Korea,Iceland,5,1,Friendly
1/15/2022,Nigeria,Sudan,3,1,African Cup of Nations
1/15/2022,Guinea-Bissau,Egypt,0,1,African Cup of Nations
1/16/2022,Colombia,Honduras,2,1,Friendly
1/16/2022,Peru,Panama,1,1,Friendly
1/16/2022,Ivory Coast,Sierra Leone,2,2,African Cup of Nations
1/16/2022,Algeria,Equatorial Guinea,0,1,African Cup of Nations
1/16/2022,Gambia,Mali,1,1,African Cup of Nations
1/16/2022,Tunisia,Mauritania,4,0,African Cup of Nations
1/17/2022,Burkina Faso,Ethiopia,1,1,African Cup of Nations
1/17/2022,Cameroon,Cape Verde,1,1,African Cup of Nations
1/18/2022,Moldova,Uganda,2,3,Friendly
1/18/2022,Malawi,Senegal,0,0,African Cup of Nations
1/18/2022,Zimbabwe,Guinea,2,1,African Cup of Nations
1/18/2022,Gabon,Morocco,2,2,African Cup of Nations
1/18/2022,Ghana,Comoros,2,3,African Cup of Nations
1/19/2022,Egypt,Sudan,1,0,African Cup of Nations
1/19/2022,Guinea-Bissau,Nigeria,0,2,African Cup of Nations
1/20/2022,South Korea,Moldova,4,0,Friendly
1/20/2022,Peru,Jamaica,3,0,Friendly
1/20/2022,Ivory Coast,Algeria,3,1,African Cup of Nations
1/20/2022,Sierra Leone,Equatorial Guinea,0,1,African Cup of Nations
1/20/2022,Gambia,Tunisia,1,0,African Cup of Nations
1/20/2022,Mali,Mauritania,2,0,African Cup of Nations
1/21/2022,Bolivia,Trinidad and Tobago,5,0,Friendly
1/21/2022,Iraq,Uganda,1,0,Friendly
1/23/2022,Burkina Faso,Gabon,1,1,African Cup of Nations
1/23/2022,Nigeria,Tunisia,0,1,African Cup of Nations
1/24/2022,Cameroon,Comoros,2,1,African Cup of Nations
1/24/2022,Guinea,Gambia,0,1,African Cup of Nations
1/25/2022,Morocco,Malawi,2,1,African Cup of Nations
1/25/2022,Senegal,Cape Verde,2,0,African Cup of Nations
1/26/2022,Ivory Coast,Egypt,0,0,African Cup of Nations
1/26/2022,Mali,Equatorial Guinea,0,0,African Cup of Nations
1/27/2022,Bahrain,Uganda,3,1,Friendly
1/27/2022,Indonesia,Timor-Leste,4,1,Friendly
1/27/2022,Uzbekistan,South Sudan,3,0,Friendly
1/27/2022,Jamaica,Mexico,1,2,FIFA World Cup qualification
1/27/2022,United States,El Salvador,1,0,FIFA World Cup qualification
1/27/2022,Honduras,Canada,0,2,FIFA World Cup qualification
1/27/2022,Costa Rica,Panama,1,0,FIFA World Cup qualification
1/27/2022,Lebanon,South Korea,0,1,FIFA World Cup qualification
1/27/2022,Iran,Iraq,1,0,FIFA World Cup qualification
1/27/2022,United Arab Emirates,Syria,2,0,FIFA World Cup qualification
1/27/2022,Japan,China PR,2,0,FIFA World Cup qualification
1/27/2022,Australia,Vietnam,4,0,FIFA World Cup qualification
1/27/2022,Saudi Arabia,Oman,1,0,FIFA World Cup qualification
1/27/2022,Ecuador,Brazil,1,1,FIFA World Cup qualification
1/27/2022,Paraguay,Uruguay,0,1,FIFA World Cup qualification
1/27/2022,Chile,Argentina,1,2,FIFA World Cup qualification
1/28/2022,Jordan,New Zealand,3,1,Friendly
1/28/2022,Suriname,Barbados,1,0,Friendly
1/28/2022,Colombia,Peru,0,1,FIFA World Cup qualification
1/28/2022,Venezuela,Bolivia,4,1,FIFA World Cup qualification
1/29/2022,Kuwait,Libya,2,0,Friendly
1/29/2022,Nepal,Mauritius,1,0,Friendly
1/29/2022,Nicaragua,Belize,4,0,Friendly
1/29/2022,Burkina Faso,Tunisia,1,0,African Cup of Nations
1/29/2022,Cameroon,Gambia,2,0,African Cup of Nations
1/30/2022,Indonesia,Timor-Leste,3,0,Friendly
1/30/2022,Egypt,Morocco,2,1,African Cup of Nations
1/30/2022,Senegal,Equatorial Guinea,3,1,African Cup of Nations
1/30/2022,Canada,United States,2,0,FIFA World Cup qualification
1/30/2022,Mexico,Costa Rica,0,0,FIFA World Cup qualification
1/30/2022,Panama,Jamaica,3,2,FIFA World Cup qualification
1/30/2022,Honduras,El Salvador,0,2,FIFA World Cup qualification
2/1/2022,Bahrain,DR Congo,1,0,Friendly
2/1/2022,Kuwait,Libya,0,2,Friendly
2/1/2022,Nepal,Mauritius,1,0,Friendly
2/1/2022,Nicaragua,Belize,1,1,Friendly
2/1/2022,Suriname,Guyana,2,1,Friendly
2/1/2022,Lebanon,Iraq,1,1,FIFA World Cup qualification
2/1/2022,Iran,United Arab Emirates,1,0,FIFA World Cup qualification
2/1/2022,Syria,South Korea,0,2,FIFA World Cup qualification
2/1/2022,Vietnam,China PR,3,1,FIFA World Cup qualification
2/1/2022,Japan,Saudi Arabia,2,0,FIFA World Cup qualification
2/1/2022,Oman,Australia,2,2,FIFA World Cup qualification
2/1/2022,Bolivia,Chile,2,3,FIFA World Cup qualification
2/1/2022,Uruguay,Venezuela,4,1,FIFA World Cup qualification
2/1/2022,Argentina,Colombia,1,0,FIFA World Cup qualification
2/1/2022,Peru,Ecuador,1,1,FIFA World Cup qualification
2/1/2022,Brazil,Paraguay,4,0,FIFA World Cup qualification
2/2/2022,Burkina Faso,Senegal,1,3,African Cup of Nations
2/2/2022,United States,Honduras,3,0,FIFA World Cup qualification
2/2/2022,Jamaica,Costa Rica,0,1,FIFA World Cup qualification
2/2/2022,El Salvador,Canada,0,2,FIFA World Cup qualification
2/2/2022,Mexico,Panama,1,0,FIFA World Cup qualification
2/3/2022,Cameroon,Egypt,0,0,African Cup of Nations
2/5/2022,Cameroon,Burkina Faso,3,3,African Cup of Nations
2/6/2022,Senegal,Egypt,0,0,African Cup of Nations
3/17/2022,Cook Islands,Solomon Islands,0,2,FIFA World Cup qualification
3/18/2022,Papua New Guinea,New Zealand,0,1,FIFA World Cup qualification
3/18/2022,New Caledonia,Fiji,1,2,FIFA World Cup qualification
3/18/2022,Iraq,Zambia,3,1,Friendly
3/19/2022,Mauritius,Seychelles,0,0,Friendly
3/21/2022,Papua New Guinea,New Caledonia,1,0,FIFA World Cup qualification
3/21/2022,New Zealand,Fiji,4,0,FIFA World Cup qualification
3/23/2022,Bahrain,India,2,1,Friendly
3/23/2022,Gibraltar,Grenada,0,0,Friendly
3/23/2022,Guinea-Bissau,Equatorial Guinea,3,0,Friendly
3/23/2022,Laos,Mongolia,1,0,Friendly
3/23/2022,Malaysia,Philippines,2,0,Friendly
3/23/2022,Mozambique,Niger,1,1,Friendly
3/23/2022,Tanzania,Central African Republic,3,1,Friendly
3/23/2022,Chad,Gambia,0,1,African Cup of Nations qualification
3/23/2022,Djibouti,South Sudan,2,4,African Cup of Nations qualification
3/23/2022,Seychelles,Lesotho,0,0,African Cup of Nations qualification
3/24/2022,Jamaica,El Salvador,1,1,FIFA World Cup qualification
3/24/2022,Mexico,United States,0,0,FIFA World Cup qualification
3/24/2022,Panama,Honduras,1,1,FIFA World Cup qualification
3/24/2022,Costa Rica,Canada,1,0,FIFA World Cup qualification
3/24/2022,Lebanon,Syria,0,3,FIFA World Cup qualification
3/24/2022,Iraq,United Arab Emirates,1,0,FIFA World Cup qualification
3/24/2022,South Korea,Iran,2,0,FIFA World Cup qualification
3/24/2022,China PR,Saudi Arabia,1,1,FIFA World Cup qualification
3/24/2022,Vietnam,Oman,0,1,FIFA World Cup qualification
3/24/2022,Australia,Japan,0,2,FIFA World Cup qualification
3/24/2022,Solomon Islands,Tahiti,3,1,FIFA World Cup qualification
3/24/2022,Fiji,Papua New Guinea,1,2,FIFA World Cup qualification
3/24/2022,New Zealand,New Caledonia,7,1,FIFA World Cup qualification
3/24/2022,Colombia,Bolivia,3,0,FIFA World Cup qualification
3/24/2022,Brazil,Chile,4,0,FIFA World Cup qualification
3/24/2022,Paraguay,Ecuador,3,1,FIFA World Cup qualification
3/24/2022,Uruguay,Peru,1,0,FIFA World Cup qualification
3/24/2022,Italy,North Macedonia,0,1,FIFA World Cup qualification
3/24/2022,Portugal,Turkey,3,1,FIFA World Cup qualification
3/24/2022,Sweden,Czech Republic,1,0,FIFA World Cup qualification
3/24/2022,Wales,Austria,2,1,FIFA World Cup qualification
3/24/2022,Armenia,Montenegro,1,0,Friendly
3/24/2022,Guatemala,Cuba,1,0,Friendly
3/24/2022,Hungary,Serbia,0,1,Friendly
3/24/2022,Kosovo,Burkina Faso,5,0,Friendly
3/24/2022,Liberia,Benin,0,4,Friendly
3/24/2022,Maldives,Bangladesh,2,0,Friendly
3/24/2022,Scotland,Poland,1,1,Friendly
3/24/2022,Thailand,Nepal,2,0,Friendly
3/24/2022,Togo,Sierra Leone,3,0,Friendly
3/24/2022,Estonia,Cyprus,0,0,UEFA Nations League
3/24/2022,Moldova,Kazakhstan,1,2,UEFA Nations League
3/24/2022,Mauritius,São Tomé and Príncipe,3,0,African Cup of Nations qualification
3/25/2022,Cameroon,Algeria,0,1,FIFA World Cup qualification
3/25/2022,DR Congo,Morocco,1,1,FIFA World Cup qualification
3/25/2022,Egypt,Senegal,1,0,FIFA World Cup qualification
3/25/2022,Ghana,Nigeria,0,0,FIFA World Cup qualification
3/25/2022,Mali,Tunisia,0,1,FIFA World Cup qualification
3/25/2022,Argentina,Venezuela,3,0,FIFA World Cup qualification
3/25/2022,Andorra,Saint Kitts and Nevis,1,0,Friendly
3/25/2022,Bosnia and Herzegovina,Georgia,0,1,Friendly
3/25/2022,Cape Verde,Liechtenstein,6,0,Friendly
3/25/2022,Comoros,Ethiopia,2,1,Friendly
3/25/2022,Congo,Zambia,1,3,Friendly
3/25/2022,France,Ivory Coast,2,1,Friendly
3/25/2022,Latvia,Kuwait,1,1,Friendly
3/25/2022,Luxembourg,Northern Ireland,1,3,Friendly
3/25/2022,Malta,Azerbaijan,1,0,Friendly
3/25/2022,Norway,Slovakia,2,0,Friendly
3/25/2022,Romania,Greece,0,1,Friendly
3/25/2022,San Marino,Lithuania,1,2,Friendly
3/25/2022,South Africa,Guinea,0,0,Friendly
3/25/2022,Tajikistan,Uganda,1,1,Navruz Cup
3/25/2022,Trinidad and Tobago,Barbados,9,0,Friendly
3/25/2022,Uzbekistan,Kyrgyzstan,3,1,Navruz Cup
3/26/2022,Angola,Guinea-Bissau,3,2,Friendly
3/26/2022,Bahrain,Burundi,1,0,Friendly
3/26/2022,Belarus,India,3,0,Friendly
3/26/2022,Central African Republic,Sudan,0,0,Friendly
3/26/2022,Croatia,Slovenia,1,1,Friendly
3/26/2022,England,Switzerland,2,1,Friendly
3/26/2022,Finland,Iceland,1,1,Friendly
3/26/2022,Germany,Israel,2,0,Friendly
3/26/2022,Gibraltar,Faroe Islands,0,0,Friendly
3/26/2022,Libya,Niger,2,1,Friendly
3/26/2022,Mauritania,Mozambique,2,1,Friendly
3/26/2022,Netherlands,Denmark,4,2,Friendly
3/26/2022,Qatar,Bulgaria,2,1,Friendly
3/26/2022,Republic of Ireland,Belgium,2,2,Friendly
3/26/2022,Singapore,Malaysia,2,1,Friendly
3/26/2022,Spain,Albania,2,1,Friendly
3/27/2022,El Salvador,Costa Rica,1,2,FIFA World Cup qualification
3/27/2022,Canada,Jamaica,4,0,FIFA World Cup qualification
3/27/2022,Honduras,Mexico,0,1,FIFA World Cup qualification
3/27/2022,United States,Panama,5,1,FIFA World Cup qualification
3/27/2022,New Zealand,Tahiti,1,0,FIFA World Cup qualification
3/27/2022,Solomon Islands,Papua New Guinea,3,2,FIFA World Cup qualification
3/27/2022,Barbados,Guyana,0,5,Friendly
3/27/2022,Belize,Cuba,0,3,Friendly
3/27/2022,Benin,Zambia,2,1,Friendly
3/27/2022,Guatemala,Haiti,2,1,Friendly
3/27/2022,Laos,Brunei,3,2,Friendly
3/27/2022,Liberia,Sierra Leone,0,1,Friendly
3/27/2022,Thailand,Suriname,1,0,Friendly
3/27/2022,South Sudan,Djibouti,1,0,African Cup of Nations qualification
3/27/2022,Lesotho,Seychelles,3,1,African Cup of Nations qualification
3/27/2022,Mauritius,São Tomé and Príncipe,3,3,African Cup of Nations qualification
3/28/2022,Andorra,Grenada,1,0,Friendly
3/28/2022,Cape Verde,San Marino,2,0,Friendly
3/28/2022,Montenegro,Greece,1,0,Friendly
3/28/2022,Vanuatu,Fiji,1,2,Friendly
3/29/2022,Algeria,Cameroon,1,2,FIFA World Cup qualification
3/29/2022,Morocco,DR Congo,4,1,FIFA World Cup qualification
